model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_resource,n_inputs_resources,sequence_length_resource,dense_size_resource,bram_18k,lut,ff,dsp48e
44354,Not Fit,12,64,64,64,1,1,0,3582,4345,1
11842,Not Fit,16,64,64,64,1,64,29,21091,12425,64
11839,Not Fit,18,64,64,64,1,1,0,3582,4345,1
41563,Not Fit,17,64,64,64,1,64,29,21091,12425,64
15035,Not Fit,13,64,64,64,1,1,0,3582,4345,1
25665,Not Fit,13,64,64,64,1,64,29,21091,12425,64
25664,Not Fit,15,64,64,64,1,1,0,3582,4345,1
43261,Not Fit,17,64,64,64,1,64,29,21091,12425,64
43277,Not Fit,12,64,64,64,1,1,0,3582,4345,1
14999,Not Fit,16,64,64,64,1,64,29,21091,12425,64
14996,Not Fit,18,64,64,64,1,1,0,3582,4345,1
34399,Not Fit,16,64,64,64,1,64,29,21091,12425,64
34396,Not Fit,18,64,64,64,1,1,0,3582,4345,1
18373,Not Fit,17,64,64,64,1,64,29,21091,12425,64
35695,Not Fit,13,64,64,64,1,1,0,3582,4345,1
4735,Not Fit,13,64,64,64,1,64,29,21091,12425,64
16977,Fit,17,64,64,64,1,1,0,3582,4345,1
28621,Fit,17,64,64,64,1,64,29,21091,12425,64
28620,Fit,19,64,64,64,1,1,0,3582,4345,1
47427,Not Fit,21,64,64,64,1,64,29,21091,12425,64
47424,Not Fit,23,64,64,64,1,1,0,3582,4345,1
12203,Not Fit,21,64,64,64,1,64,29,21091,12425,64
15509,Fit,17,64,64,64,1,1,0,3582,4345,1
24884,Fit,17,64,64,64,1,64,29,21091,12425,64
20417,Fit,18,64,64,64,1,1,0,3582,4345,1
31278,Fit,18,64,64,64,1,64,29,21091,12425,64
31277,Fit,20,64,64,64,1,1,0,3582,4345,1
46034,Not Fit,22,64,64,64,1,64,29,21091,12425,64
34584,Not Fit,18,64,64,64,1,1,0,3582,4345,1
534,Not Fit,18,64,64,64,1,64,29,21091,12425,64
533,Not Fit,20,64,64,64,1,1,0,3582,4345,1
36507,Not Fit,22,64,64,64,1,64,29,21091,12425,64
11210,Fit,19,64,64,64,1,1,0,3582,4345,1
23906,Fit,19,64,64,64,1,64,29,21091,12425,64
23905,Fit,21,64,64,64,1,1,0,3582,4345,1
48987,Not Fit,19,64,64,64,1,64,29,21091,12425,64
48986,Not Fit,21,64,64,64,1,1,0,3582,4345,1
35613,Not Fit,23,64,64,64,1,64,29,21091,12425,64
33880,Not Fit,19,64,64,64,1,1,0,3582,4345,1
1117,Not Fit,19,64,64,64,1,64,29,21091,12425,64
40801,Not Fit,17,64,64,64,1,1,0,3582,4345,1
9750,Not Fit,17,64,64,64,1,64,29,21091,12425,64
9749,Not Fit,19,64,64,64,1,1,0,3582,4345,1
34683,Not Fit,21,64,64,64,1,64,29,21091,12425,64
36458,Not Fit,17,64,64,64,1,1,0,3582,4345,1
4046,Not Fit,17,64,64,64,1,64,29,21091,12425,64
38646,Not Fit,18,64,64,64,1,1,0,3582,4345,1
6613,Not Fit,18,64,64,64,1,64,29,21091,12425,64
12138,Not Fit,18,64,64,64,1,1,0,3582,4345,1
23466,Not Fit,18,64,64,64,1,64,29,21091,12425,64
23465,Not Fit,20,64,64,64,1,1,0,3582,4345,1
44482,Not Fit,22,64,64,64,1,64,29,21091,12425,64
43608,Not Fit,18,64,64,64,1,1,0,3582,4345,1
15532,Not Fit,22,64,64,64,1,64,29,21091,12425,64
35843,Not Fit,19,64,64,64,1,1,0,3582,4345,1
4828,Not Fit,19,64,64,64,1,64,29,21091,12425,64
4827,Not Fit,21,64,64,64,1,1,0,3582,4345,1
14753,Not Fit,23,64,64,64,1,64,29,21091,12425,64
11405,Not Fit,19,64,64,64,1,1,0,3582,4345,1
24052,Not Fit,19,64,64,64,1,64,29,21091,12425,64
24051,Not Fit,21,64,64,64,1,1,0,3582,4345,1
43993,Not Fit,23,64,64,64,1,64,29,21091,12425,64
5440,Not Fit,12,64,64,64,1,1,0,3582,4345,1
39971,Not Fit,12,64,64,64,1,64,29,21091,12425,64
3167,Not Fit,13,64,64,64,1,1,0,3582,4345,1
37052,Not Fit,13,64,64,64,1,64,29,21091,12425,64
29819,Not Fit,12,64,64,64,1,1,0,3582,4345,1
21575,Not Fit,12,64,64,64,1,64,29,21091,12425,64
22721,Not Fit,13,64,64,64,1,1,0,3582,4345,1
12700,Not Fit,13,64,64,64,1,64,29,21091,12425,64
12699,Not Fit,15,64,64,64,1,1,0,3582,4345,1
24028,Not Fit,21,64,64,64,1,64,29,21091,12425,64
24025,Not Fit,23,64,64,64,1,1,0,3582,4345,1
3113,Not Fit,21,64,64,64,1,64,29,21091,12425,64
1245,Fit,17,64,64,64,1,1,0,3582,4345,1
33282,Not Fit,17,64,64,64,1,64,29,21091,12425,64
33281,Not Fit,19,64,64,64,1,1,0,3582,4345,1
42352,Not Fit,18,64,64,64,1,64,29,21091,12425,64
42351,Not Fit,20,64,64,64,1,1,0,3582,4345,1
26630,Not Fit,22,64,64,64,1,64,29,21091,12425,64
26023,Not Fit,18,64,64,64,1,1,0,3582,4345,1
14572,Not Fit,18,64,64,64,1,64,29,21091,12425,64
14571,Not Fit,20,64,64,64,1,1,0,3582,4345,1
22226,Not Fit,22,64,64,64,1,64,29,21091,12425,64
22223,Not Fit,24,64,64,64,1,1,0,3582,4345,1
47488,Not Fit,19,64,64,64,1,64,29,21091,12425,64
47487,Not Fit,21,64,64,64,1,1,0,3582,4345,1
28931,Not Fit,23,64,64,64,1,64,29,21091,12425,64
28928,Not Fit,25,64,64,64,1,1,0,3582,4345,1
44932,Not Fit,19,64,64,64,1,64,29,21091,12425,64
44931,Not Fit,21,64,64,64,1,1,0,3582,4345,1
22938,Not Fit,23,64,64,64,1,64,29,21091,12425,64
26498,Not Fit,19,64,64,64,1,1,0,3582,4345,1
4540,Not Fit,21,64,64,64,1,64,29,21091,12425,64
4537,Not Fit,23,64,64,64,1,1,0,3582,4345,1
42842,Not Fit,17,64,64,64,1,64,29,21091,12425,64
42841,Not Fit,19,64,64,64,1,1,0,3582,4345,1
25987,Not Fit,21,64,64,64,1,64,29,21091,12425,64
22289,Not Fit,17,64,64,64,1,1,0,3582,4345,1
12865,Not Fit,17,64,64,64,1,64,29,21091,12425,64
12864,Not Fit,19,64,64,64,1,1,0,3582,4345,1
2437,Not Fit,22,64,64,64,1,64,29,21091,12425,64
3149,Not Fit,18,64,64,64,1,1,0,3582,4345,1
9579,Not Fit,23,64,64,64,1,64,29,21091,12425,64
9576,Not Fit,25,64,64,64,1,1,0,3582,4345,1
1846,Not Fit,23,64,64,64,1,64,29,21091,12425,64
3821,Not Fit,19,64,64,64,1,1,0,3582,4345,1
1694,Fit,15,64,64,128,1,16,14,15526,12645,32
19074,Fit,15,64,64,128,1,64,57,73782,25797,128
33196,Fit,15,64,64,128,1,16,14,15526,12645,32
32108,Fit,15,64,64,128,1,64,57,73782,25797,128
49506,Fit,15,64,64,128,1,16,14,15526,12645,32
33302,Fit,15,64,64,128,1,32,29,31702,17029,64
45794,Fit,15,64,64,128,1,64,57,73782,25797,128
12070,Fit,15,64,64,128,1,16,14,15526,12645,32
10124,Fit,15,64,64,128,1,64,57,73782,25797,128
23373,Fit,15,64,64,128,1,16,14,15526,12645,32
44679,Fit,15,64,64,128,1,32,29,31702,17029,64
40330,Fit,15,64,64,128,1,64,57,73782,25797,128
44539,Fit,15,64,64,128,1,16,14,15526,12645,32
16193,Fit,15,64,64,128,1,32,29,31702,17029,64
15590,Fit,15,64,64,128,1,16,14,15526,12645,32
6393,Fit,15,64,64,128,1,64,57,73782,25797,128
34834,Fit,16,64,64,128,1,32,29,31702,17029,64
34705,Fit,16,64,64,128,1,16,14,15526,12645,32
30795,Not Fit,16,64,64,128,1,64,57,73782,25797,128
35519,Fit,17,64,64,128,1,16,14,15526,12645,32
28509,Not Fit,17,64,64,128,1,64,57,73782,25797,128
4574,Fit,17,64,64,128,1,16,14,15526,12645,32
17613,Not Fit,17,64,64,128,1,64,57,73782,25797,128
5063,Not Fit,17,64,64,128,1,32,29,31702,17029,64
44518,Fit,16,64,64,128,1,16,14,15526,12645,32
11482,Not Fit,16,64,64,128,1,32,29,31702,17029,64
12027,Not Fit,16,64,64,128,1,16,14,15526,12645,32
10046,Not Fit,16,64,64,128,1,64,57,73782,25797,128
14817,Not Fit,17,64,64,128,1,16,14,15526,12645,32
5668,Not Fit,17,64,64,128,1,64,57,73782,25797,128
25506,Not Fit,17,64,64,128,1,16,14,15526,12645,32
25303,Not Fit,17,64,64,128,1,32,29,31702,17029,64
1871,Fit,16,64,64,128,1,16,14,15457,12647,32
20418,Fit,16,64,64,128,1,64,57,73713,25799,128
32761,Fit,16,64,64,128,1,16,14,15457,12647,32
49578,Fit,16,64,64,128,1,32,29,31633,17031,64
31279,Fit,16,64,64,128,1,64,57,73713,25799,128
32603,Fit,16,64,64,128,1,32,29,31633,17031,64
46035,Not Fit,16,64,64,128,1,64,57,73713,25799,128
9464,Fit,17,64,64,128,1,16,14,15457,12647,32
11211,Fit,17,64,64,128,1,64,57,73713,25799,128
41148,Fit,17,64,64,128,1,16,14,15457,12647,32
23907,Fit,17,64,64,128,1,64,57,73713,25799,128
40638,Fit,17,64,64,128,1,32,29,31633,17031,64
26589,Fit,16,64,64,128,1,16,14,15457,12647,32
42210,Fit,16,64,64,128,1,32,29,31633,17031,64
38647,Not Fit,16,64,64,128,1,64,57,73713,25799,128
14085,Fit,16,64,64,128,1,16,14,15457,12647,32
6614,Not Fit,16,64,64,128,1,64,57,73713,25799,128
13487,Not Fit,16,64,64,128,1,32,29,31633,17031,64
35844,Not Fit,17,64,64,128,1,64,57,73713,25799,128
17413,Fit,17,64,64,128,1,16,14,15457,12647,32
4829,Not Fit,17,64,64,128,1,64,57,73713,25799,128
17158,Not Fit,17,64,64,128,1,32,29,31633,17031,64
18076,Fit,10,64,64,256,1,32,57,62289,31528,128
47836,Fit,10,64,64,256,1,16,29,30273,23992,64
27889,Fit,10,64,64,256,1,32,57,62289,31528,128
37262,Not Fit,10,64,64,256,1,64,114,145777,46600,256
24603,Fit,11,64,64,256,1,32,57,62289,31528,128
24855,Fit,11,64,64,256,1,16,29,30273,23992,64
39096,Not Fit,11,64,64,256,1,64,114,145777,46600,256
9004,Fit,10,64,64,256,1,32,57,62289,31528,128
9166,Fit,10,64,64,256,1,16,29,30273,23992,64
12981,Not Fit,10,64,64,256,1,64,114,145777,46600,256
6,Fit,11,64,64,256,1,32,57,62289,31528,128
470,Fit,11,64,64,256,1,16,29,30273,23992,64
20724,Not Fit,11,64,64,256,1,64,114,145777,46600,256
36409,Fit,16,64,64,256,1,16,29,30486,23988,64
29366,Not Fit,16,64,64,256,1,64,114,145990,46596,256
3932,Fit,16,64,64,256,1,16,29,30486,23988,64
16877,Not Fit,16,64,64,256,1,64,114,145990,46596,256
720,Not Fit,17,64,64,256,1,32,57,62502,31524,128
49371,Not Fit,17,64,64,256,1,16,29,30486,23988,64
34046,Not Fit,17,64,64,256,1,32,57,62502,31524,128
